platform,caller,variant_type,target_depth_x,mean_on_target_depth,F1_mean,F1_std,precision_mean,recall_mean,n_seeds
genemind_surfseq5000,deepvariant,INDEL,200,263.70666666666665,0.985486,0.0009052850379852733,0.9909603333333333,0.9800723333333333,3
genemind_surfseq5000,deepvariant,INDEL,25,37.04666666666666,0.9597613333333334,0.0003410078200472064,0.9779696666666666,0.94222,3
genemind_surfseq5000,deepvariant,INDEL,30,44.300000000000004,0.9663616666666667,0.000769689764342291,0.9818303333333334,0.9513729999999999,3
genemind_surfseq5000,deepvariant,INDEL,300,371.78666666666663,0.9847326666666666,0.00046688792373900806,0.98934,0.9801676666666667,3
genemind_surfseq5000,deepvariant,INDEL,40,58.65333333333333,0.9738006666666666,0.0010052414303705186,0.9844426666666667,0.963387,3
genemind_surfseq5000,deepvariant,INDEL,400,467.31,0.9855443333333334,0.0007052477106189796,0.990202,0.9809303333333333,3
genemind_surfseq5000,deepvariant,INDEL,5,7.510000000000001,0.7711193333333334,0.004380379245377412,0.9057483333333334,0.6713386666666666,3
genemind_surfseq5000,deepvariant,INDEL,50,72.81666666666666,0.9777323333333333,0.0005150896362122417,0.9870066666666667,0.9686306666666668,3
genemind_surfseq5000,deepvariant,INDEL,60,86.77,0.9797743333333333,0.0008068558318146811,0.9879060000000001,0.9717773333333334,3
genemind_surfseq5000,deepvariant,INDEL,75,107.36000000000001,0.9819230000000001,0.0008962527545285881,0.988436,0.9754956666666666,3
genemind_surfseq5000,deepvariant,INDEL,8,12.0,0.8621639999999999,0.002488958818462044,0.9381613333333334,0.7975783333333334,3
genemind_surfseq5000,deepvariant,INDEL,full,687.37,0.983772,,0.988761,0.978833,1
genemind_surfseq5000,deepvariant,SNV,10,14.976666666666667,0.9503053333333332,3.5118845843048825e-06,0.9811653333333332,0.9213279999999999,3
genemind_surfseq5000,deepvariant,SNV,100,140.74666666666667,0.9920446666666667,6.683063169932936e-05,0.9978406666666667,0.9863146666666666,3
genemind_surfseq5000,deepvariant,SNV,12,17.95,0.9630996666666666,0.0003500490441828757,0.9865186666666667,0.9407673333333334,3
genemind_surfseq5000,deepvariant,SNV,15,22.386666666666667,0.9733299999999999,0.0004993185356062553,0.9905996666666667,0.9566516666666667,3
genemind_surfseq5000,deepvariant,SNV,150,204.24666666666667,0.9923833333333333,5.644761583383696e-05,0.997915,0.9869133333333333,3
genemind_surfseq5000,deepvariant,SNV,20,29.74,0.9817459999999999,0.00039883204485103777,0.9941233333333334,0.9696733333333333,3
genemind_surfseq5000,deepvariant,SNV,200,263.70666666666665,0.9924393333333333,8.329065573840422e-05,0.9977843333333333,0.9871513333333333,3
genemind_surfseq5000,deepvariant,SNV,25,37.04666666666666,0.9855093333333333,0.00020599352740641768,0.995629,0.9755933333333333,3
genemind_surfseq5000,deepvariant,SNV,30,44.300000000000004,0.987645,0.00024439108003362247,0.9964406666666666,0.9790033333333333,3
genemind_surfseq5000,deepvariant,SNV,300,371.78666666666663,0.9926323333333333,8.259136355172546e-05,0.9978579999999999,0.987461,3
genemind_surfseq5000,deepvariant,SNV,40,58.65333333333333,0.9896976666666667,0.00020765917589489458,0.9973056666666666,0.982205,3
genemind_surfseq5000,deepvariant,SNV,400,467.31,0.9927893333333334,0.0002208219493921368,0.9978513333333333,0.9877783333333333,3
genemind_surfseq5000,deepvariant,SNV,5,7.510000000000001,0.8564570000000001,0.0009678724089465429,0.9423803333333334,0.7848946666666666,3
genemind_surfseq5000,deepvariant,SNV,50,72.81666666666666,0.9905313333333333,0.00017537483665953837,0.9975793333333334,0.9835820000000001,3
genemind_surfseq5000,deepvariant,SNV,60,86.77,0.9910546666666668,4.214656965088483e-05,0.997626,0.9845703333333334,3
genemind_surfseq5000,deepvariant,SNV,75,107.36000000000001,0.9916456666666668,6.132971003791697e-05,0.997861,0.9855073333333334,3
genemind_surfseq5000,deepvariant,SNV,8,12.0,0.9292656666666668,0.0005069579206731868,0.9729066666666667,0.8893719999999999,3
genemind_surfseq5000,deepvariant,SNV,full,687.37,0.993054,,0.998055,0.988103,1
genemind_surfseq5000,gatk4_hc,INDEL,10,14.976666666666667,0.8170586666666667,0.0010272800656750424,0.8271676666666666,0.8072086666666666,3
